chunk_14_gold,sentence,chunk_15,chunk_14,chunk_16,chunk_11,chunk_10,chunk_13,chunk_12,_created_at,answer_chunk_05_gold,orig__golden,answer_chunk_15_gold,_country,_tainted,frame,_started_at,_trust,chunk_02_gold,answer_chunk_06_gold,chunk_06_gold,chunk_05_gold,answer_chunk_11_gold,chunk_03_gold,answer_chunk_07_gold,chunk_13_gold,answer_chunk_01_gold,_city,chunk_15_gold,answer_chunk_16,answer_chunk_15,answer_chunk_14,answer_chunk_13,answer_chunk_12,answer_chunk_11,answer_chunk_10,answer_chunk_02_gold,chunk_12_gold,_unit_id,answer_chunk_08_gold,answer_chunk_08,answer_chunk_09,answer_chunk_04,answer_chunk_05,answer_chunk_06,answer_chunk_07,answer_chunk_00,answer_chunk_01,answer_chunk_02,answer_chunk_03,_region,lu,_worker_id,fe_06,fe_05,fe_04,fe_03,fe_02,fe_01,fe_00,_channel,chunk_09_gold,answer_chunk_16_gold,answer_chunk_14_gold,chunk_04_gold,answer_chunk_13_gold,answer_chunk_12_gold,answer_chunk_10_gold,_missed,answer_chunk_04_gold,chunk_01_gold,chunk_00_gold,id,_golden,chunk_07_gold,chunk_08,chunk_09,chunk_08_gold,chunk_02,chunk_03,chunk_00,chunk_01,chunk_06,chunk_07,chunk_04,chunk_05,answer_chunk_00_gold,answer_chunk_03_gold,chunk_10_gold,chunk_16_gold,_ip,chunk_11_gold,_id,answer_chunk_09_gold
,He wrote The Student's Book of Etching (1938).,,,,,,,,5/22/2016 05:49:49,,,,CAN,false,Text creation,5/22/2016 05:46:45,0.5714,,,,,,,,,,Calgary,,,,,,,,,,,954124904,,,,,,,,Written work,Written work,Written work,,AB,write,37060395,Co-author,Purpose,Addressee,Reason,Author,Written work,Main topic,prizerebel,,,,,,,,,,,,1646,false,,,,,Etching,,Student,Book,,,,,,,,,198.53.98.37,,1995646792,
,He wrote The Student's Book of Etching (1938).,,,,,,,,5/22/2016 20:37:47,,,,USA,false,Text creation,5/22/2016 20:32:49,0.75,,,,,,,,,,Bedford,,,,,,,,,,,954124904,,,,,,,,Written work,Written work,Written work,,MA,write,36690952,Co-author,Purpose,Addressee,Reason,Author,Written work,Main topic,fusioncash,,,,,,,,,,,,1646,false,,,,,Etching,,Student,Book,,,,,,,,,73.167.134.46,,1996088125,
,In these he used large empty spaces to create feelings of psychological tension or despair.,,,,,,,,5/22/2016 01:26:05,,,,USA,false,Creating,5/22/2016 01:23:43,0.5714,,,,,,,,,,Brooklyn,,,,,,,,,,,954124911,,,,,,,,Cause,Cause,Cause,Cause,NY,create,31256687,,,Creator,Co-creator,Cause,Created,Material used,bitcoinget,,,,,,,,,,,,1934,false,,,,,tension,despair,feelings,psychological,,,,,,,,,47.20.252.28,,1995560787,
,In these he used large empty spaces to create feelings of psychological tension or despair.,,,,,,,,5/22/2016 23:38:46,,,,USA,false,Creating,5/22/2016 23:36:43,0.625,,,,,,,,,,El Paso,,,,,,,,,,,954124911,,,,,,,,None,None,None,None,TX,create,27770607,,,Creator,Co-creator,Cause,Created,Material used,instagc,,,,,,,,,,,,1934,false,,,,,tension,despair,feelings,psychological,,,,,,,,,173.175.172.255,,1996193209,
,In these he used large empty spaces to create feelings of psychological tension or despair.,,,,,,,,5/23/2016 03:52:45,,,,USA,false,Creating,5/23/2016 03:42:27,0.4375,,,,,,,,,,Roslindale,,,,,,,,,,,954124911,,,,,,,,Created,Created,Creator,Created,MA,create,20929875,,,Creator,Co-creator,Cause,Created,Material used,neodev,,,,,,,,,,,,1934,false,,,,,tension,despair,feelings,psychological,,,,,,,,,76.19.110.219,,1996313503,
,"He told an interviewer: ‘Once I believed in socialism, that there was going to be a revolution and everyone was going to be happy.",,,,,,,,5/22/2016 01:47:53,,,,USA,false,Motion,5/22/2016 01:45:49,0.5714,,,,,,,,,,Brooklyn,,,,,,,,,,,954124916,,,,,,,,Cause,Cause,,,NY,go,31256687,,,Purpose,Provenance,Destination,Cause,Path,bitcoinget,,,,,,,,,,,,1866,false,,,,,,,socialism,revolution,,,,,,,,,47.20.252.28,,1995572460,
,"He told an interviewer: ‘Once I believed in socialism, that there was going to be a revolution and everyone was going to be happy.",,,,,,,,5/23/2016 01:51:48,,,,USA,false,Motion,5/23/2016 01:49:58,0.625,,,,,,,,,,El Paso,,,,,,,,,,,954124916,,,,,,,,None,Purpose,,,TX,go,27770607,,,Purpose,Provenance,Destination,Cause,Path,instagc,,,,,,,,,,,,1866,false,,,,,,,socialism,revolution,,,,,,,,,173.175.172.255,,1996251526,
,"He told an interviewer: ‘Once I believed in socialism, that there was going to be a revolution and everyone was going to be happy.",,,,,,,,5/23/2016 14:01:56,,,,USA,false,Motion,5/23/2016 14:00:22,0.5714,,,,,,,,,,Cleveland,,,,,,,,,,,954124916,,,,,,,,Cause,Cause,,,OH,go,10319610,,,Purpose,Provenance,Destination,Cause,Path,clixsense,,,,,,,,,,,,1866,false,,,,,,,socialism,revolution,,,,,,,,,75.118.61.247,,1996768650,
,"He wrote in 1975: ‘What is to be done with paint is the essence of all painting.’ Further Reading R. Storr, Robert Ryman (1993)",,,,,,,,5/21/2016 17:58:24,,,,USA,false,Text creation,5/21/2016 17:56:32,0.4348,,,,,,,,,,Tustin,,,,,,,,,,,954124919,,,,Co-author,,,,None,None,None,Co-author,MI,write,36856858,Co-author,Purpose,Addressee,Reason,Author,Written work,Main topic,neodev,,,,,,,,,,,,1814,false,,,,,painting,Storr,What is to be done,paint,,,Robert Ryman,,,,,,107.141.251.154,,1995327207,
,"He wrote in 1975: ‘What is to be done with paint is the essence of all painting.’ Further Reading R. Storr, Robert Ryman (1993)",,,,,,,,5/21/2016 18:38:53,,,,USA,false,Text creation,5/21/2016 18:37:04,0.5714,,,,,,,,,,Brooklyn,,,,,,,,,,,954124919,,,,Co-author,,,,Main topic,Main topic,Main topic,Author,NY,write,31256687,Co-author,Purpose,Addressee,Reason,Author,Written work,Main topic,bitcoinget,,,,,,,,,,,,1814,false,,,,,painting,Storr,What is to be done,paint,,,Robert Ryman,,,,,,47.20.252.28,,1995353698,
,"He wrote in 1975: ‘What is to be done with paint is the essence of all painting.’ Further Reading R. Storr, Robert Ryman (1993)",,,,,,,,5/22/2016 05:21:53,,,,CAN,false,Text creation,5/22/2016 05:19:30,0.5714,,,,,,,,,,Calgary,,,,,,,,,,,954124919,,,,Co-author,,,,None,None,None,Author,AB,write,37060395,Co-author,Purpose,Addressee,Reason,Author,Written work,Main topic,prizerebel,,,,,,,,,,,,1814,false,,,,,painting,Storr,What is to be done,paint,,,Robert Ryman,,,,,,198.53.98.37,,1995636738,
,Despite this he caught people’s attention with his use of colour and thick layers of oil paint creating textures.,,,,,,,,5/21/2016 17:27:50,,,,IRL,false,Creating,5/21/2016 17:26:00,0.5536,,,,,,,,,,,,,,,,,,,,,954124921,,,,Material used,Created,,,None,None,None,None,,create,9234773,,,Creator,Co-creator,Cause,Created,Material used,clixsense,,,,,,,,,,,,1886,false,,,,,colour,layers,people,attention,,,oil paint,textures,,,,,213.233.132.132,,1995307543,
,Despite this he caught people’s attention with his use of colour and thick layers of oil paint creating textures.,,,,,,,,5/21/2016 17:31:20,,,,USA,false,Creating,5/21/2016 17:28:56,0.4348,,,,,,,,,,Tustin,,,,,,,,,,,954124921,,,,Material used,Created,,,None,None,None,Created,MI,create,36856858,,,Creator,Co-creator,Cause,Created,Material used,neodev,,,,,,,,,,,,1886,false,,,,,colour,layers,people,attention,,,oil paint,textures,,,,,107.141.251.154,,1995309973,
,Despite this he caught people’s attention with his use of colour and thick layers of oil paint creating textures.,,,,,,,,5/22/2016 00:48:25,,,,USA,false,Creating,5/22/2016 00:46:31,0.5714,,,,,,,,,,Brooklyn,,,,,,,,,,,954124921,,,,Material used,Created,,,None,None,None,Created,NY,create,31256687,,,Creator,Co-creator,Cause,Created,Material used,bitcoinget,,,,,,,,,,,,1886,false,,,,,colour,layers,people,attention,,,oil paint,textures,,,,,47.20.252.28,,1995541245,
,In 1784 Louis XVI appointed him keeper of his pictures and gave him responsibility for creating a museum at the Louvre.,,,,,,,,5/23/2016 19:58:01,,,,USA,false,Creating,5/23/2016 19:50:38,0.5577,,,,,,,,,,Reston,,,,,,,,,,,954124924,,,,Created,Created,,,None,None,None,None,VA,create,36340274,,,Creator,Co-creator,Cause,Created,Material used,neodev,,,,,,,,,,,,1832,false,,,,,pictures,responsibility,Louis XVI,keeper,,,museum,Louvre,,,,,69.255.41.140,,1997163137,
,"French painter, draughtsman, printmaker, and designer who created a personal kind of Expressionism that gives him a highly distinctive place in modern art.",,,,,,,,5/21/2016 18:00:18,,,,USA,false,Creating,5/21/2016 17:58:44,0.4348,,,,,,,,,,Tustin,,,,,,,,,,,954124926,,,,None,Created,None,,None,None,None,None,MI,create,36856858,,,Creator,Co-creator,Cause,Created,Material used,neodev,,,,,,,,,,,,1926,false,,,,,draughtsman,printmaker,French,painter,modern art,,designer,Expressionism,,,,,107.141.251.154,,1995328240,
,"French painter, draughtsman, printmaker, and designer who created a personal kind of Expressionism that gives him a highly distinctive place in modern art.",,,,,,,,5/21/2016 18:49:46,,,,USA,false,Creating,5/21/2016 18:48:08,0.5714,,,,,,,,,,Brooklyn,,,,,,,,,,,954124926,,,,Creator,Created,None,,Creator,Creator,Creator,Creator,NY,create,31256687,,,Creator,Co-creator,Cause,Created,Material used,bitcoinget,,,,,,,,,,,,1926,false,,,,,draughtsman,printmaker,French,painter,modern art,,designer,Expressionism,,,,,47.20.252.28,,1995360559,
,"French painter, draughtsman, printmaker, and designer who created a personal kind of Expressionism that gives him a highly distinctive place in modern art.",,,,,,,,5/22/2016 05:24:18,,,,CAN,false,Creating,5/22/2016 05:22:11,0.5714,,,,,,,,,,Calgary,,,,,,,,,,,954124926,,,,None,Created,None,,None,None,None,None,AB,create,37060395,,,Creator,Co-creator,Cause,Created,Material used,prizerebel,,,,,,,,,,,,1926,false,,,,,draughtsman,printmaker,French,painter,modern art,,designer,Expressionism,,,,,198.53.98.37,,1995637707,
,"He was born in rural Bengal and studied at the Government School of Art in Calcutta, 1906–14.",,,,,,,,5/21/2016 17:51:30,,,,USA,false,Birth,5/21/2016 17:50:06,0.4348,,,,,,,,,,Tustin,,,,,,,,,,,954124934,,,,,,,,None,None,None,None,MI,bear,36856858,,,,Mother,Father,Child,Occupation,neodev,,,,,,,,,,,,1842,false,,,,,Government School of Art,Calcutta,rural,Bengal,,,,,,,,,107.141.251.154,,1995323171,
,"He was born in rural Bengal and studied at the Government School of Art in Calcutta, 1906–14.",,,,,,,,5/21/2016 18:28:46,,,,USA,false,Birth,5/21/2016 18:26:38,0.5714,,,,,,,,,,Brooklyn,,,,,,,,,,,954124934,,,,,,,,None,None,None,None,NY,bear,31256687,,,,Mother,Father,Child,Occupation,bitcoinget,,,,,,,,,,,,1842,false,,,,,Government School of Art,Calcutta,rural,Bengal,,,,,,,,,47.20.252.28,,1995347142,
,"He was born in rural Bengal and studied at the Government School of Art in Calcutta, 1906–14.",,,,,,,,5/22/2016 03:51:56,,,,USA,false,Birth,5/22/2016 03:48:43,0.6667,,,,,,,,,,Taylor,,,,,,,,,,,954124934,,,,,,,,None,None,None,None,MI,bear,11291592,,,,Mother,Father,Child,Occupation,neodev,,,,,,,,,,,,1842,false,,,,,Government School of Art,Calcutta,rural,Bengal,,,,,,,,,99.170.106.105,,1995612916,
,Go to Roslin’).,,,,,,,,5/23/2016 18:33:34,,,,USA,false,Motion,5/23/2016 18:29:04,0.5577,,,,,,,,,,Reston,,,,,,,,,,,954124938,,,,,,,,Destination,,,,VA,go,36340274,,,Purpose,Provenance,Destination,Cause,Path,neodev,,,,,,,,,,,,1875,false,,,,,,,Roslin,,,,,,,,,,69.255.41.140,,1997074412,
,Go to Roslin’).,,,,,,,,5/23/2016 22:30:03,,,,CAN,false,Motion,5/23/2016 22:28:17,0.5,,,,,,,,,,Burnaby,,,,,,,,,,,954124938,,,,,,,,Destination,,,,BC,go,19543823,,,Purpose,Provenance,Destination,Cause,Path,prodege,,,,,,,,,,,,1875,false,,,,,,,Roslin,,,,,,,,,,75.157.35.5,,1997322020,
,Go to Roslin’).,,,,,,,,5/23/2016 22:58:09,,,,USA,false,Motion,5/23/2016 22:52:47,0.75,,,,,,,,,,Bedford,,,,,,,,,,,954124938,,,,,,,,Destination,,,,MA,go,36690952,,,Purpose,Provenance,Destination,Cause,Path,fusioncash,,,,,,,,,,,,1875,false,,,,,,,Roslin,,,,,,,,,,73.167.134.46,,1997359021,
,Kenneth Clark writes that ‘Ricketts did most of the talking.,,,,,,,,5/23/2016 18:54:57,,,,USA,false,Text creation,5/23/2016 18:46:15,0.5577,,,,,,,,,,Reston,,,,,,,,,,,954124942,,,,,,,,Author,Written work,Written work,,VA,write,36340274,Co-author,Purpose,Addressee,Reason,Author,Written work,Main topic,neodev,,,,,,,,,,,,1980,false,,,,,talking,,Kenneth Clark,Ricketts,,,,,,,,,69.255.41.140,,1997097402,
,Kenneth Clark writes that ‘Ricketts did most of the talking.,,,,,,,,5/23/2016 23:53:17,,,,CAN,false,Text creation,5/23/2016 23:51:54,0.5385,,,,,,,,,,Windsor,,,,,,,,,,,954124942,,,,,,,,Author,Addressee,None,,ON,write,4316379,Co-author,Purpose,Addressee,Reason,Author,Written work,Main topic,prodege,,,,,,,,,,,,1980,false,,,,,talking,,Kenneth Clark,Ricketts,,,,,,,,,198.91.218.68,,1997389256,
,Kenneth Clark writes that ‘Ricketts did most of the talking.,,,,,,,,5/24/2016 05:06:34,,,,CAN,false,Text creation,5/24/2016 05:04:09,0.4,,,,,,,,,,Winnipeg,,,,,,,,,,,954124942,,,,,,,,Author,Main topic,Main topic,,MB,write,7348582,Co-author,Purpose,Addressee,Reason,Author,Written work,Main topic,prodege,,,,,,,,,,,,1980,false,,,,,talking,,Kenneth Clark,Ricketts,,,,,,,,,207.161.108.104,,1997631256,
,He was commissioned by the entrepreneur John Boydell to create works based on Shakespeare plays.,,,,,,,,5/21/2016 17:31:59,,,,IRL,false,Creating,5/21/2016 17:30:10,0.5536,,,,,,,,,,,,,,,,,,,,,954124943,,,,None,,,,None,None,Created,None,,create,9234773,,,Creator,Co-creator,Cause,Created,Material used,clixsense,,,,,,,,,,,,1888,false,,,,,works,Shakespeare,entrepreneur,John Boydell,,,plays,,,,,,213.233.132.132,,1995310389,
,He was commissioned by the entrepreneur John Boydell to create works based on Shakespeare plays.,,,,,,,,5/21/2016 17:39:26,,,,USA,false,Creating,5/21/2016 17:37:00,0.4348,,,,,,,,,,Tustin,,,,,,,,,,,954124943,,,,None,,,,None,None,None,None,MI,create,36856858,,,Creator,Co-creator,Cause,Created,Material used,neodev,,,,,,,,,,,,1888,false,,,,,works,Shakespeare,entrepreneur,John Boydell,,,plays,,,,,,107.141.251.154,,1995315267,
,He was commissioned by the entrepreneur John Boydell to create works based on Shakespeare plays.,,,,,,,,5/22/2016 01:07:11,,,,USA,false,Creating,5/22/2016 01:05:21,0.5714,,,,,,,,,,Brooklyn,,,,,,,,,,,954124943,,,,None,,,,None,None,Created,None,NY,create,31256687,,,Creator,Co-creator,Cause,Created,Material used,bitcoinget,,,,,,,,,,,,1888,false,,,,,works,Shakespeare,entrepreneur,John Boydell,,,plays,,,,,,47.20.252.28,,1995550985,
,"He began to write in 1922, did his first paintings in 1926, and took up art seriously in the late 1930s.",,,,,,,,5/22/2016 01:16:46,,,,USA,false,Text creation,5/22/2016 01:14:59,0.5714,,,,,,,,,,Brooklyn,,,,,,,,,,,954124944,,,,,,,,Written work,None,Purpose,Purpose,NY,write,31256687,Co-author,Purpose,Addressee,Reason,Author,Written work,Main topic,bitcoinget,,,,,,,,,,,,1994,false,,,,,paintings,art,write in,first,,,,,,,,,47.20.252.28,,1995555681,
,"He began to write in 1922, did his first paintings in 1926, and took up art seriously in the late 1930s.",,,,,,,,5/22/2016 22:53:44,,,,GBR,false,Text creation,5/22/2016 22:51:51,0.4444,,,,,,,,,,Saint Albans,,,,,,,,,,,954124944,,,,,,,,None,None,None,None,F8,write,30586739,Co-author,Purpose,Addressee,Reason,Author,Written work,Main topic,prodege,,,,,,,,,,,,1994,false,,,,,paintings,art,write in,first,,,,,,,,,82.22.253.103,,1996173298,
,"He began to write in 1922, did his first paintings in 1926, and took up art seriously in the late 1930s.",,,,,,,,5/22/2016 23:32:11,,,,USA,false,Text creation,5/22/2016 23:29:42,0.625,,,,,,,,,,El Paso,,,,,,,,,,,954124944,,,,,,,,None,None,None,Purpose,TX,write,27770607,Co-author,Purpose,Addressee,Reason,Author,Written work,Main topic,instagc,,,,,,,,,,,,1994,false,,,,,paintings,art,write in,first,,,,,,,,,173.175.172.255,,1996190825,
,"British painter of Nigerian descent, born in Manchester.",,,,,,,,5/21/2016 17:27:50,,,,IRL,false,Birth,5/21/2016 17:26:00,0.5536,,,,,,,,,,,,,,,,,,,,,954124945,,,,,,,,None,Occupation,None,None,,bear,9234773,,,,Mother,Father,Child,Occupation,clixsense,,,,,,,,,,,,1920,false,,,,,Nigerian descent,Manchester,British,painter,,,,,,,,,213.233.132.132,,1995307548,
,"British painter of Nigerian descent, born in Manchester.",,,,,,,,5/21/2016 17:31:20,,,,USA,false,Birth,5/21/2016 17:28:56,0.4348,,,,,,,,,,Tustin,,,,,,,,,,,954124945,,,,,,,,None,Occupation,None,None,MI,bear,36856858,,,,Mother,Father,Child,Occupation,neodev,,,,,,,,,,,,1920,false,,,,,Nigerian descent,Manchester,British,painter,,,,,,,,,107.141.251.154,,1995309976,
,"British painter of Nigerian descent, born in Manchester.",,,,,,,,5/22/2016 00:48:25,,,,USA,false,Birth,5/22/2016 00:46:31,0.5714,,,,,,,,,,Brooklyn,,,,,,,,,,,954124945,,,,,,,,None,Occupation,None,None,NY,bear,31256687,,,,Mother,Father,Child,Occupation,bitcoinget,,,,,,,,,,,,1920,false,,,,,Nigerian descent,Manchester,British,painter,,,,,,,,,47.20.252.28,,1995541244,
,"The stormy atmosphere and thickly textured figures in his work create a feeling of tortured humanity (Great Crucifixion, 1963, Boymans Mus., Rotterdam).",,,,,,,,5/21/2016 17:13:59,,,,IRL,false,Creating,5/21/2016 17:12:40,0.5536,,,,,,,,,,,,,,,,,,,,,954124947,,,,Created,None,None,None,None,None,None,Created,,create,9234773,,,Creator,Co-creator,Cause,Created,Material used,clixsense,,,,,,,,,,,,1711,false,,,,,feeling,tortured,atmosphere,work,Mus,Rotterdam,humanity,Crucifixion,,,,,213.233.132.132,,1995297183,
,"The stormy atmosphere and thickly textured figures in his work create a feeling of tortured humanity (Great Crucifixion, 1963, Boymans Mus., Rotterdam).",,,,,,,,5/21/2016 17:17:47,,,,USA,false,Creating,5/21/2016 17:15:00,0.4348,,,,,,,,,,Tustin,,,,,,,,,,,954124947,,,,None,None,None,None,Created,Created,None,None,MI,create,36856858,,,Creator,Co-creator,Cause,Created,Material used,neodev,,,,,,,,,,,,1711,false,,,,,feeling,tortured,atmosphere,work,Mus,Rotterdam,humanity,Crucifixion,,,,,107.141.251.154,,1995301094,
,"The stormy atmosphere and thickly textured figures in his work create a feeling of tortured humanity (Great Crucifixion, 1963, Boymans Mus., Rotterdam).",,,,,,,,5/22/2016 00:41:32,,,,USA,false,Creating,5/22/2016 00:39:43,0.5714,,,,,,,,,,Brooklyn,,,,,,,,,,,954124947,,,,None,Created,Creator,None,None,Created,None,None,NY,create,31256687,,,Creator,Co-creator,Cause,Created,Material used,bitcoinget,,,,,,,,,,,,1711,false,,,,,feeling,tortured,atmosphere,work,Mus,Rotterdam,humanity,Crucifixion,,,,,47.20.252.28,,1995538047,
,Family of three brothers who played a leading part in Dutch painting during the second half of the 19th century.,,,,,,,,5/23/2016 19:50:37,,,,USA,false,Players and roles,5/23/2016 19:47:54,0.5577,,,,,,,,,,Reston,,,,,,,,,,,954124950,,,,None,,,,Player,None,None,None,VA,play,36340274,,,,Co-player,Audience,Player,Performance,neodev,,,,,,,,,,,,1963,false,,,,,painting,second,Family,Dutch,,,19th century,,,,,,69.255.41.140,,1997154802,
,"He played a particularly significant role in encouraging Gorky, Pollock, and others to experiment with automatic techniques.",,,,,,,,5/22/2016 01:18:45,,,,USA,false,Players and roles,5/22/2016 01:16:58,0.5714,,,,,,,,,,Brooklyn,,,,,,,,,,,954124954,,,,,,,,Player,Player,Co-player,,NY,play,31256687,,,,Co-player,Audience,Player,Performance,bitcoinget,,,,,,,,,,,,2015,false,,,,,others,,Gorky,Pollock,,,,,,,,,47.20.252.28,,1995556754,
,"He played a particularly significant role in encouraging Gorky, Pollock, and others to experiment with automatic techniques.",,,,,,,,5/22/2016 22:55:57,,,,GBR,false,Players and roles,5/22/2016 22:53:46,0.4444,,,,,,,,,,Saint Albans,,,,,,,,,,,954124954,,,,,,,,None,None,None,,F8,play,30586739,,,,Co-player,Audience,Player,Performance,prodege,,,,,,,,,,,,2015,false,,,,,others,,Gorky,Pollock,,,,,,,,,82.22.253.103,,1996174677,
,"He played a particularly significant role in encouraging Gorky, Pollock, and others to experiment with automatic techniques.",,,,,,,,5/22/2016 23:49:02,,,,USA,false,Players and roles,5/22/2016 23:47:14,0.625,,,,,,,,,,El Paso,,,,,,,,,,,954124954,,,,,,,,None,None,None,,TX,play,27770607,,,,Co-player,Audience,Player,Performance,instagc,,,,,,,,,,,,2015,false,,,,,others,,Gorky,Pollock,,,,,,,,,173.175.172.255,,1996196902,
,"Born at Kremenchug in Ukraine, he studied in Vilna and Kiev, then went to Paris in 1913 and entered the École des *Beaux-Arts.",,,,,,,,5/22/2016 01:36:24,,,,USA,false,Motion,5/22/2016 01:35:05,0.5714,,,,,,,,,,Brooklyn,,,,,,,,,,,954124958,,,,Destination,Purpose,,,Destination,Destination,Destination,Destination,NY,go,31256687,,,Purpose,Provenance,Destination,Cause,Path,bitcoinget,,,,,,,,,,,,1948,false,,,,,Vilna,Kiev,Kremenchug,Ukraine,,,Paris,École des *Beaux-Arts,,,,,47.20.252.28,,1995566227,
,"Born at Kremenchug in Ukraine, he studied in Vilna and Kiev, then went to Paris in 1913 and entered the École des *Beaux-Arts.",,,,,,,,5/22/2016 23:47:13,,,,USA,false,Motion,5/22/2016 23:45:02,0.625,,,,,,,,,,El Paso,,,,,,,,,,,954124958,,,,Destination,Destination,,,None,None,None,None,TX,go,27770607,,,Purpose,Provenance,Destination,Cause,Path,instagc,,,,,,,,,,,,1948,false,,,,,Vilna,Kiev,Kremenchug,Ukraine,,,Paris,École des *Beaux-Arts,,,,,173.175.172.255,,1996196400,
,"Born at Kremenchug in Ukraine, he studied in Vilna and Kiev, then went to Paris in 1913 and entered the École des *Beaux-Arts.",,,,,,,,5/23/2016 11:28:38,,,,CAN,false,Motion,5/23/2016 11:27:04,0.5385,,,,,,,,,,Windsor,,,,,,,,,,,954124958,,,,Destination,Purpose,,,None,None,None,None,ON,go,4316379,,,Purpose,Provenance,Destination,Cause,Path,prodege,,,,,,,,,,,,1948,false,,,,,Vilna,Kiev,Kremenchug,Ukraine,,,Paris,École des *Beaux-Arts,,,,,198.91.218.68,,1996646732,
